Gene	SRR3471108	SRR3471109	SRR3471110	SRR3471111	SRR3471112	SRR3471113	SRR3471114	SRR3471115	SRR3471116
ENSMUSG00000108189	46.58593	45.941444	29.684658	71.081894	85.17192	53.75141	101.98017	87.37504	93.86892
ENSMUSG00000108190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97356176
ENSMUSG00000108192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108194	15.882383	10.078246	18.221643	24.469606	33.866924	11.081287	26.318478	18.334463	21.70054
ENSMUSG00000108195	7.356875	14.677386	8.692593	7.12796	8.170076	8.458192	19.179216	8.632789	9.64604
ENSMUSG00000108196	0.0	0.9576659	0.0	0.0	0.0	0.0	0.0	2.0395253	1.0118674
ENSMUSG00000108197	1.878684	1.9286722	4.1004024	1.9725131	1.9163538	3.140987	5.105859	4.0363684	1.9830372
ENSMUSG00000108199	73.06418	91.91947	69.17096	141.34651	155.8751	118.56948	199.83713	218.09306	213.21101
ENSMUSG00000108200	4.016584	4.053748	0.96480656	2.020401	4.990198	4.8506937	0.0	5.9483013	2.9857926
ENSMUSG00000108206	0.0	1.0466743	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108207	584.1428	609.2313	577.39844	331.50934	373.18134	286.92258	576.6913	586.8265	534.5438
ENSMUSG00000108210	3.1008334	1.0372064	2.9371936	13.171958	18.754553	13.508582	27.13711	39.4716	31.829857
ENSMUSG00000108211	19.625214	15.536806	12.722557	10.166726	4.1598754	5.782395	12.377643	21.85234	14.360555
ENSMUSG00000108213	6.3804026	8.388725	8.8351345	18.315014	12.334312	9.4247875	14.425491	21.295607	26.444242
ENSMUSG00000108214	103.45232	109.09145	81.1729	73.30603	83.16448	72.05676	133.98613	132.01909	117.3352
ENSMUSG00000108216	50.806362	50.16509	42.706745	43.605576	36.948723	16.813383	99.04851	74.596565	66.25697
ENSMUSG00000108217	3.4450233	1.0958011	8.038529	7.3028407	14.923669	7.4330325	13.502104	7.3204594	14.894752
ENSMUSG00000108219	1.0528829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108220	2.9477677	5.8438845	6.7579737	3.0896404	6.9623294	3.035069	9.939999	9.842989	13.904156
ENSMUSG00000108227	1.0613891	1.0789343	0.0	4.1398187	1.935304	2.9989698	4.7015777	5.6298823	10.391218
ENSMUSG00000108228	1.0039276	0.9999542	0.982969	0.0	1.0071641	1.9180144	0.99730015	0.0	1.0011541
ENSMUSG00000108229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9206872
ENSMUSG00000108234	17.539352	12.338464	22.21844	39.596043	59.523335	35.59299	84.42233	76.127686	63.782047
ENSMUSG00000108236	2.3753464	0.0	0.774078	12.301808	12.384049	11.820612	33.792984	31.88244	30.738028
ENSMUSG00000108237	29.585972	22.000818	26.818172	20.124004	19.067513	18.570429	50.539288	46.82059	33.869804
ENSMUSG00000108238	117.37903	113.92372	81.22568	95.70851	83.5274	82.23177	135.06459	157.63657	137.79036
ENSMUSG00000108239	83.40015	97.532906	61.33307	102.79662	95.95218	85.8117	223.42673	194.46259	190.0959
ENSMUSG00000108242	9.275436	3.097186	5.151213	5.8541546	8.794222	6.202641	9.864325	9.163154	7.938439
ENSMUSG00000108244	0.0	1.1377267	0.0	0.96340907	0.0	0.8768157	0.9814885	0.98797244	0.9803582
ENSMUSG00000108246	0.0	2.1258802	0.0	9.711558	8.801054	7.6651473	12.421999	11.380245	13.035605
ENSMUSG00000108254	19.8009	19.051783	12.008551	21.226513	19.58821	17.47681	30.44198	28.609545	23.534286
ENSMUSG00000108255	1.0748414	3.226079	0.9576806	0.0	0.0	1.8953452	0.0	0.96343195	0.9473536
ENSMUSG00000108256	11.656999	11.284747	7.9854035	24.897314	16.942228	15.893515	18.117552	19.118336	15.04529
ENSMUSG00000108258	8.616799	9.647474	9.797412	12.281695	19.898228	11.024951	17.702232	15.786183	19.190613
ENSMUSG00000108260	8.776023	14.037765	13.696919	9.782862	11.195818	7.193839	26.39935	11.6896	20.89314
ENSMUSG00000108263	0.0	2.0761504	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108264	7.024344	9.85879	2.7828424	10.690477	6.973447	4.91582	15.222986	14.248855	8.336209
ENSMUSG00000108265	134.08739	125.44929	105.761696	140.17386	138.06842	124.501816	204.75453	208.80815	159.38338
ENSMUSG00000108267	50.20903	69.32443	36.70639	19.339666	27.536667	24.284483	34.97462	54.19399	43.328167
ENSMUSG00000108268	171.4856	144.37132	138.77003	210.92395	215.06583	188.3576	335.2554	331.4888	287.4193
ENSMUSG00000108271	0.0	1.0534345	0.98683107	0.0	0.0	0.0	0.0	0.0	0.9423282
ENSMUSG00000108274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108276	66.57072	81.5777	64.88857	191.81172	164.84145	119.458336	300.7422	287.77814	262.49164
ENSMUSG00000108278	1.9904833	2.9677956	6.9001136	4.703928	2.1231494	2.9338436	6.9050164	6.1028132	11.979174
ENSMUSG00000108282	6.356075	8.338936	2.8747942	3.0819798	3.9651797	4.808569	0.9603843	3.8401	2.8974683
ENSMUSG00000108283	0.0	2.2300253	3.2619517	0.0	0.0	0.9362344	1.8046141	0.0	0.8935371
ENSMUSG00000108285	0.0	0.0	0.0	0.0	0.99418986	0.0	0.0	0.0	0.0
ENSMUSG00000108286	1.1881131	0.0	3.4709198	2.0789776	3.9590476	2.0290833	7.0838933	8.905862	4.982122
ENSMUSG00000108288	0.0	1.11713	0.0	1.0398878	3.264947	1.080125	1.9904045	1.0531484	0.0
ENSMUSG00000108289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108290	11.847897	12.946292	8.872256	24.95886	26.830524	15.954713	53.333035	36.909966	41.892677
ENSMUSG00000108291	38.87585	29.438662	24.753351	21.127277	35.534737	18.949865	35.909428	42.898727	46.875595
ENSMUSG00000108295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9735526
ENSMUSG00000108297	0.0	0.0	0.0	1.005089	0.0	0.9622823	0.9647717	0.96376026	0.0
ENSMUSG00000108298	17.16997	20.240553	8.574595	16.941406	17.898863	8.842187	27.189646	33.02525	25.235214
ENSMUSG00000108303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108308	0.0	0.0	0.0	0.0	1.976678	0.9655462	0.9699773	1.9424262	0.0
ENSMUSG00000108310	6.5494514	4.8921814	10.40402	2.8455114	3.7592192	2.0499876	5.144761	7.175546	5.2213154
ENSMUSG00000108311	54.047108	42.545753	29.908382	61.90039	60.05121	37.973507	87.92768	98.23786	66.918846
ENSMUSG00000108313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108315	0.0	0.0	0.0	1.9542354	5.01567	2.8990402	7.733337	7.7313724	7.8711123
ENSMUSG00000108317	67.40263	73.52176	34.155827	13.045923	10.51947	8.65722	33.797573	23.079712	38.72287
ENSMUSG00000108318	4.3207917	10.663766	0.97822106	7.361018	7.5199842	6.880998	6.9335995	5.915178	5.86293
ENSMUSG00000108319	54.630646	66.588326	43.264206	59.59502	52.069256	49.87866	103.117065	90.47063	89.6869
ENSMUSG00000108320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108321	2.333651	0.52825874	2.2012432	0.0	0.0	2.6802979	0.5096918	0.0	0.0
ENSMUSG00000108322	4.931448	2.1892648	1.1836282	0.99391943	5.3354716	2.0948756	6.4097514	5.6309876	3.935631
ENSMUSG00000108324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108325	6.3191605	7.3169723	4.043136	5.8574133	5.8837895	1.8957696	15.9510975	20.383633	10.884862
ENSMUSG00000108327	0.9701058	0.0	1.0505908	0.0	0.0	0.0	0.0	2.8901596	0.99054396
ENSMUSG00000108329	0.0	0.0	0.0	0.0	0.0	0.9743019	0.0	0.9641223	0.96156424
ENSMUSG00000108330	1.0332662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99250364
ENSMUSG00000108332	0.0	1.0380725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108338	3.4911106	3.2882059	3.700045	5.025772	4.0627565	1.796071	0.94956404	3.8236737	0.94846493
ENSMUSG00000108341	63.50406	69.944695	57.799572	23.33625	14.471899	22.489143	53.840332	48.925495	53.90846
ENSMUSG00000108345	0.0	0.0	0.0	0.0	0.0	0.0	0.9729796	0.0	0.97528076
ENSMUSG00000108348	31.348019	26.192827	16.856714	38.785576	30.79686	26.515045	38.309765	52.770157	31.1728
ENSMUSG00000108350	588.0346	572.87335	502.136	274.34808	298.97067	227.23105	445.41626	466.5815	423.51736
ENSMUSG00000108351	0.0	0.0	0.0	0.0	0.0	0.0	0.9746937	0.0	0.0
ENSMUSG00000108353	33.92869	28.215366	28.2869	130.64723	120.727936	95.64972	136.61229	136.09688	93.83098
ENSMUSG00000108354	0.0	0.9499298	0.96349	0.0	2.6913118	2.7950335	6.8355117	2.801744	3.784948
ENSMUSG00000108356	19.910023	16.286325	12.557882	32.315353	26.916904	20.019878	33.646523	35.1304	32.940666
ENSMUSG00000108358	43.696655	45.76843	28.158983	15.77911	23.157003	19.642284	10.043183	10.018142	11.980886
ENSMUSG00000108359	62.964767	88.02276	53.634125	119.615105	92.14337	85.444214	115.016365	111.9229	100.405914
ENSMUSG00000108360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108364	0.0	0.0	0.0	1.1233468	0.8760612	0.0	0.0	0.98581755	0.0
ENSMUSG00000108365	94.30935	120.49382	85.05702	100.233536	110.23193	93.97184	145.51274	128.40305	137.11531
ENSMUSG00000108367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108368	56.70332	20.708635	50.924305	123.27699	138.24336	102.1609	336.19232	328.0528	274.33356
ENSMUSG00000108371	9.05668	6.5529146	7.385281	5.2572246	5.3915443	3.3002892	4.002648	6.014803	6.173617
ENSMUSG00000108372	19.466633	12.58591	10.495453	8.2251625	9.06359	3.8915222	22.307161	25.248413	13.591785
ENSMUSG00000108373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108375	11.884617	14.49468	17.224854	12.246042	7.0172796	8.960223	14.934831	17.959717	11.020336
ENSMUSG00000108376	0.9956228	0.0	0.0	1.9962243	1.9552349	0.9901152	2.973203	2.9810898	3.878091
ENSMUSG00000108378	0.0	0.9588594	1.5797843	1.0229758	0.8732469	3.8422518	0.0	0.0	2.0305371
ENSMUSG00000108379	4.6016545	4.348092	3.6880126	21.75071	4.4298744	10.26088	33.080803	25.77962	27.484253
ENSMUSG00000108382	0.0	0.0	0.956283	1.9121789	0.9805398	1.9724648	6.840509	1.9650416	2.9850047
ENSMUSG00000108383	1.9421422	8.553237	0.0	4.01106	4.9719896	2.077288	12.620073	9.166239	5.1089683
ENSMUSG00000108384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108385	0.0	0.0	0.0	0.0	0.98204607	0.0	0.9814446	0.9814655	0.0
ENSMUSG00000108387	0.51937026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7790217
ENSMUSG00000108388	53.57667	48.347786	49.41414	50.685127	44.663544	23.252321	56.330708	54.86088	31.255167
ENSMUSG00000108389	27.081701	24.461143	16.315088	4.479299	5.0909286	4.749888	10.654816	11.619922	7.785448
ENSMUSG00000108390	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108391	0.0	2.102611	0.97111803	0.0	0.0	0.0	1.9208905	0.0	0.0
ENSMUSG00000108393	0.0	0.0	0.0	0.73375547	0.0	0.0	0.0	2.7053225	0.0
ENSMUSG00000108394	332.20206	356.72635	275.5862	375.23083	471.35025	352.52112	477.09686	466.63007	386.54416
ENSMUSG00000108395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97615546	0.0
ENSMUSG00000108398	0.0	0.0	0.0	0.0	0.0	0.0	0.97471076	0.0	0.0
ENSMUSG00000108402	3.1608937	4.107421	3.904975	4.014292	3.7979515	2.8992229	7.8678193	1.9622443	4.918235
ENSMUSG00000108407	4.1162124	5.122331	3.8613803	3.0340257	6.1036744	0.95728385	4.877173	4.866615	1.9389151
ENSMUSG00000108409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9761385	0.0
ENSMUSG00000108410	1.023112	1.0099547	1.934101	0.0	0.0	0.9814137	1.989373	0.0	0.9801331
ENSMUSG00000108411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97355825
ENSMUSG00000108413	56.749943	64.34041	47.093845	26.766296	30.9091	28.72197	62.97386	62.750614	50.737476
ENSMUSG00000108414	1299.5549	1506.7872	1252.0228	1180.0209	1512.3168	1395.1216	2484.3582	2606.8894	2003.1554
ENSMUSG00000108415	0.0	0.0	0.0	0.0	2.698565	0.950261	3.0461345	1.0202572	1.9844217
ENSMUSG00000108416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108418	2.1930223	0.0	5.0495324	5.9401383	5.3985057	4.7231207	9.268605	10.949859	5.721222
ENSMUSG00000108419	0.0	0.0	1.0059512	0.97099125	0.9812826	0.0	0.0	0.0	0.0
ENSMUSG00000108420	0.0	0.0	0.0	0.0	0.0	1.9578894	0.0	1.8955452	0.0
ENSMUSG00000108421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108422	0.0	0.0	0.9690563	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108425	3.0174685	3.9318569	1.0317397	2.917589	0.97445875	1.0314376	2.907712	1.9543996	3.9369385
ENSMUSG00000108426	13.522847	21.520737	21.47286	20.509178	28.11312	22.41995	42.123657	44.748356	39.348106
ENSMUSG00000108427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108428	0.9959122	0.0	1.0518746	0.9105148	0.0	0.0	1.0180813	0.0	1.9942335
ENSMUSG00000108431	0.0	0.0	0.0	0.0	0.9897692	0.0	0.0	0.0	0.97792614
ENSMUSG00000108432	1.0168859	0.0	0.97012305	1.0148631	0.9815031	0.0	1.9660305	1.9887905	0.0
ENSMUSG00000108434	2.09992	1.0393836	0.98727417	13.395735	11.411848	0.0	9.53739	11.583423	8.782949
ENSMUSG00000108435	8.139986	7.160222	8.959552	3.6858792	2.9436703	2.0583713	7.9276233	2.9894574	6.829091
ENSMUSG00000108436	4.1574078	3.1127715	4.01419	6.12794	5.955329	4.9267864	11.395396	8.474017	5.7384005
ENSMUSG00000108441	1.1760579	0.0	0.0	3.0337603	0.0	3.135625	0.0	0.0	0.992876
ENSMUSG00000108443	541.0415	503.834	417.58066	713.01697	716.0802	543.2867	357.01105	319.32095	295.5865
ENSMUSG00000108446	74.16059	118.94877	100.87855	66.5902	83.68449	62.759834	117.73585	134.81125	126.43112
ENSMUSG00000108447	188.34392	180.22823	117.30107	255.20789	233.52771	204.37642	299.5074	296.2077	271.98822
ENSMUSG00000108448	21.977331	24.581356	19.515547	32.817707	15.288866	16.875479	46.6246	37.256454	37.216286
ENSMUSG00000108449	21.365734	21.927172	22.56634	28.032923	26.63263	19.98073	55.454098	45.69344	39.087414
ENSMUSG00000108452	0.0	0.0	0.0	0.0	0.0	0.95613194	0.0	1.9404259	0.0
ENSMUSG00000108455	115.50996	107.82873	90.720985	21.209717	13.962581	15.670416	73.53619	74.515076	55.533627
ENSMUSG00000108456	144.76172	169.55038	111.68602	61.798985	70.43989	64.79142	84.377396	112.378746	76.56606
ENSMUSG00000108460	48.340946	55.328403	49.84748	19.550764	19.096111	18.181377	45.136593	33.53985	39.772114
ENSMUSG00000108461	19.104507	26.427948	21.48741	23.93871	26.500216	20.140686	47.056843	29.57976	30.689846
ENSMUSG00000108465	396.75894	429.61435	339.5173	168.83656	163.03581	117.61052	307.48053	250.5801	254.53255
ENSMUSG00000108466	5.4478617	1.0602666	2.8611586	1.8050628	1.8306235	3.0566173	2.010263	3.0204499	3.9798768
ENSMUSG00000108467	2.2721803	7.3423824	1.2199525	8.565638	5.5338836	5.9983335	6.356348	12.184145	8.261569
ENSMUSG00000108468	0.0	0.0	0.0	0.0	0.0	0.0	0.9650336	0.0	1.9666076
ENSMUSG00000108469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108470	4.040078	4.9812813	4.9041905	2.084913	2.0257533	0.0	4.896582	1.9572809	0.0
ENSMUSG00000108472	26.205738	17.818079	10.924724	25.563173	28.28606	15.4735365	35.33435	33.308674	38.612667
ENSMUSG00000108473	7.400094	3.7390003	4.8566837	17.590382	7.681445	11.819725	7.567844	9.4831505	13.063064
ENSMUSG00000108474	9.687892	1.0180436	7.930208	4.0853405	11.937056	10.220542	18.725498	19.061327	23.425106
ENSMUSG00000108476	12.117945	7.530999	10.335676	15.286703	17.92383	7.862535	16.26034	18.523413	16.840036
ENSMUSG00000108477	0.0	1.0839034	0.0	0.0	1.9008813	1.9052837	0.0	0.0	0.0
ENSMUSG00000108478	10.339986	14.463127	4.876309	6.149956	5.6844845	7.838893	10.743653	11.692003	10.7738905
ENSMUSG00000108479	0.0	0.0	0.0	1.0442252	0.0	0.0	4.7706323	2.8428216	1.9530532
ENSMUSG00000108480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108483	23.843208	37.434338	23.939314	83.10231	86.00478	94.08023	119.98773	122.38792	106.18973
ENSMUSG00000108486	40.711887	40.674946	40.566147	52.568382	38.866394	36.152725	63.821907	80.174324	66.669014
ENSMUSG00000108489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9471166
ENSMUSG00000108490	0.84765524	6.1753316	1.751691	3.684091	2.6881375	5.3607116	4.271531	12.470345	6.015873
ENSMUSG00000108493	0.0	0.0	0.0	1.0049244	1.0153999	0.0	0.0	0.9461006	0.0
ENSMUSG00000108494	105.23338	108.68472	96.19184	26.513716	17.52601	13.441383	65.530235	37.854626	60.0034
ENSMUSG00000108495	0.0	0.0	0.0	0.0	0.9933375	0.9611712	1.9546198	0.9823717	2.8645678
ENSMUSG00000108497	5.829101	7.6991634	3.2668428	1.084069	0.987893	3.044641	9.588471	7.6975217	3.8036296
ENSMUSG00000108500	464.30475	445.8317	347.12814	488.7789	520.32697	433.0634	929.1267	923.24603	844.6115
ENSMUSG00000108504	0.0	0.0	0.0	0.9688928	1.0206592	0.0	0.0	0.0	0.0
ENSMUSG00000108505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108507	0.0	0.0	0.0	0.0	0.0	0.0	0.96304435	0.0	0.9853421
ENSMUSG00000108509	1.0126646	0.0	0.0	1.0343475	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108511	8.626118	13.348263	11.256781	6.0169206	11.267541	6.0452404	6.1044073	14.291653	13.18433
ENSMUSG00000108513	16.76638	14.538351	19.124044	19.59541	15.426543	24.167385	35.907764	31.847887	29.183025
ENSMUSG00000108514	0.0	0.96816546	1.9319015	2.9439049	0.0	1.0048298	0.9917286	0.0	1.978774
ENSMUSG00000108519	10.140464	4.913802	11.255245	60.5976	62.907627	54.988575	70.847534	97.29527	57.719948
ENSMUSG00000108520	33.893906	29.298323	24.526762	25.885788	16.278152	17.457321	38.492046	31.59567	23.49326
ENSMUSG00000108521	80.00781	93.31604	72.521355	67.166046	58.048462	45.57739	85.76082	91.29546	76.4703
ENSMUSG00000108522	101.41183	103.49744	90.29923	43.13063	29.822735	41.81605	95.96761	82.09766	81.46591
ENSMUSG00000108523	0.0	0.0	0.95150584	0.0	0.0	0.0	0.0	0.99422294	0.0
ENSMUSG00000108524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108526	56.447952	58.607613	48.271484	41.401436	31.550425	31.843416	56.749134	71.27545	44.71295
ENSMUSG00000108530	6.1850343	3.0442398	5.0076528	4.8443265	1.0189563	2.947439	2.946163	3.910473	1.9653054
ENSMUSG00000108531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108532	9.508993	11.563423	5.0093317	26.715883	16.534235	9.339819	39.81825	49.770813	52.593273
ENSMUSG00000108533	279.2864	229.75388	194.82779	228.02348	241.99353	218.473	359.42075	439.852	366.38934
ENSMUSG00000108534	0.0	0.0	0.0	0.0	0.0	0.951638	3.8922236	2.9030228	0.982428
ENSMUSG00000108536	17.928885	13.799756	16.81177	7.518416	11.560178	8.211574	11.698088	14.6803875	6.935599
ENSMUSG00000108542	27.847353	22.788433	37.2353	21.320293	19.319904	12.759954	36.700287	40.231716	29.982975
ENSMUSG00000108543	28.843641	24.622232	23.781414	23.91463	10.3526	17.810976	33.097775	30.42873	18.119461
ENSMUSG00000108545	0.0	2.017897	0.0	5.667412	3.6529205	6.1896253	25.916426	23.464457	19.949467
ENSMUSG00000108546	0.0	0.0	0.0	0.0	0.0	0.0	0.9721702	0.97867036	0.0
ENSMUSG00000108548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108550	0.0	0.0	0.0	0.0	0.0	0.0	0.9763695	0.9747169	0.0
ENSMUSG00000108551	19.463793	19.97486	24.783373	26.44131	28.209406	22.206148	33.556973	43.33267	28.146975
ENSMUSG00000108553	0.0	0.0	0.0	0.0	0.97535765	0.9522136	0.9840892	3.9345374	0.0
ENSMUSG00000108555	28.142776	34.300858	26.190666	46.526833	27.44557	33.897114	27.24859	22.34914	37.864098
ENSMUSG00000108557	15.849325	15.592483	15.750756	27.206804	28.05795	25.406511	37.468338	34.170727	29.979988
ENSMUSG00000108560	21.245977	31.88867	20.566853	23.380627	35.43446	13.227876	52.986	45.962452	62.323376
ENSMUSG00000108563	0.9508955	0.0	2.1744962	2.981905	2.644342	2.0144503	14.016119	11.886149	8.005694
ENSMUSG00000108569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9470917
ENSMUSG00000108572	0.0	0.0	0.0	0.98051995	0.0	0.9704302	0.0	2.909217	0.0
ENSMUSG00000108573	22.844456	10.943119	21.050991	36.83046	48.64658	33.78667	52.144035	44.583065	36.64213
ENSMUSG00000108574	3.1378329	2.0566845	0.96538436	2.0802991	0.0	0.0	0.9703942	0.97159004	0.958965
ENSMUSG00000108575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108580	0.0	0.0	0.0	0.0	0.0	0.0	0.9726431	0.0	0.9755856
ENSMUSG00000108581	5.0848346	5.050625	1.9987888	3.0859187	1.9965122	4.0361896	9.509383	10.486796	11.522097
ENSMUSG00000108583	2.0618598	3.0722425	1.9659258	4.8895564	5.903577	0.0	0.9869348	1.9811202	1.9890822
ENSMUSG00000108584	2.1344535	2.1125898	1.9818473	4.2793097	1.8783331	1.9918634	0.0	3.6835532	2.823422
ENSMUSG00000108587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108591	24.124723	31.240131	19.371706	26.081778	21.539705	24.50743	25.160967	24.31073	22.036644
ENSMUSG00000108592	27.048431	22.214386	22.041552	25.186611	25.548601	13.8768425	30.071337	18.621784	20.902298
ENSMUSG00000108593	1.9718913	1.9667146	4.9200177	12.576303	17.669306	7.0591645	33.569252	27.717213	25.59538
ENSMUSG00000108594	3.0324028	1.0145297	0.0	0.94276625	0.0	1.0101501	0.0	4.0450196	0.9987285
ENSMUSG00000108596	0.0	0.0	0.0	2.152224	2.0153995	2.089385	0.7098507	3.7290897	9.605023
ENSMUSG00000108597	0.98097557	0.0	0.0	1.0076133	0.0	1.0081815	0.0	0.0	0.0
ENSMUSG00000108599	3.178745	1.0546261	2.9959126	4.2806997	2.0141234	5.763459	10.231885	13.888862	8.395016
ENSMUSG00000108600	3.748527	0.9670219	2.8757844	3.6863685	7.0024233	6.4843044	8.205535	5.1622324	4.1250277
ENSMUSG00000108601	34.28448	38.802975	35.913437	53.886482	64.743675	50.0031	55.097183	47.696003	41.014145
ENSMUSG00000108603	0.0	0.0	0.0	1.0160534	2.8061676	0.9666162	1.9804989	1.9680451	0.0
ENSMUSG00000108604	27.142344	31.859453	22.803984	31.065035	41.964565	44.25277	66.85891	79.020226	63.235245
ENSMUSG00000108607	0.0	1.0380768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108613	1.0305142	8.162657	5.815864	1.0340186	2.009638	3.8426888	12.50524	13.50567	13.690574
ENSMUSG00000108614	54.428432	46.52801	45.85884	31.65783	40.00968	26.317268	61.775887	76.03803	73.15186
ENSMUSG00000108616	14.169791	8.082848	2.1471748	12.850966	11.569346	13.777374	10.7385235	18.71218	15.7245245
ENSMUSG00000108617	33.094707	24.386482	30.66829	10.0422125	11.549736	8.795268	27.16056	26.092339	12.479216
ENSMUSG00000108618	13.427053	4.3869553	4.2852325	1.0284775	1.0336144	0.0	3.8292913	1.927203	1.902865
ENSMUSG00000108619	0.0	0.0	1.0166827	3.0227804	0.7524135	2.0270686	2.0947735	4.17171	2.0585299
ENSMUSG00000108620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108621	1339.6462	1280.5454	897.0803	603.16437	603.5479	589.60754	1091.0143	864.0327	972.323
ENSMUSG00000108622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9735639
ENSMUSG00000108623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000108625	9.167356	2.253035	5.777213	10.1700115	9.192411	5.809274	10.278061	7.527087	7.402209
ENSMUSG00000108626	4.836931	5.352067	4.0271974	5.5840344	5.781225	7.2323966	15.839653	9.123111	9.216467
ENSMUSG00000108627	0.0	0.0	0.0	0.0	0.0	0.0	0.97468936	0.0	0.0
ENSMUSG00000108630	6.2594047	10.478256	4.147889	11.403865	5.6463175	1.0442197	13.667308	8.479797	13.196631
ENSMUSG00000108633	29.188782	45.13314	34.649372	25.420925	32.731117	11.596445	41.176773	51.02507	28.188192
ENSMUSG00000108634	153.80688	170.8433	137.46812	122.90438	110.11172	89.59647	202.24252	192.2392	183.99557
ENSMUSG00000108635	5.951328	5.5759096	8.683333	7.2002583	11.371478	6.016119	11.586993	3.8736103	3.8596854
ENSMUSG00000108640	68.218445	55.354286	47.61499	49.248676	52.779793	31.556044	72.74643	66.6025	42.553802
